id,loan_amount,funded_amount,funded_amount_investors,term,interest_rate,installment,employment_length,home_ownership,annual_income,verification_status,loan_status,purpose,debt_to_income_ratio,no_delinquency_2yrs,inquiries_last_6mths,no_open_accounts,public_records,revolving_balance,revolving_utillization,no_total_account,total_payment,total_payment_investors,total_received_principal,total_received_interest,last_payment_amnt,repay_fail
612014,10000.0,10000.0,10000.0,36,10.36,324.37,2,4,45000.0,1,5,4,7.6,0.0,1.0,6.0,0.0,8232.0,51.4,11.0,11619.96843,11619.97,9999.99,1619.98,450.64,0
870884,12000.0,12000.0,11975.0,60,15.99,291.76,10,4,69000.0,0,5,4,15.06,0.0,2.0,16.0,1.0,10970.0,80.7,28.0,17287.64996,17251.63,12000.0,5287.65,3283.17,0
567621,10000.0,10000.0,9975.0,60,15.21,239.01,7,4,72000.0,0,5,5,3.9,0.0,2.0,5.0,0.0,432.0,21.6,12.0,14339.97976,14304.13,10000.0,4339.98,258.97,0
670471,4000.0,4000.0,4000.0,36,10.37,129.77,4,4,58320.0,2,5,2,23.4,0.0,0.0,17.0,0.0,6525.0,62.1,33.0,4671.973757,4671.97,4000.0,671.97,134.15,0
392172,8600.0,8600.0,8408.06,36,13.16,290.43,1,0,46000.0,1,5,0,7.98,0.0,1.0,9.0,0.0,553.0,2.8,16.0,10368.8623,10087.73,8600.0,1768.86,2245.45,0
687939,5000.0,5000.0,4996.816025,36,5.79,151.64,4,4,40000.0,1,5,4,21.24,0.0,1.0,7.0,0.0,44.0,0.4,26.0,5458.819817,5455.07,5000.0,458.82,176.68,0
1038060,16000.0,16000.0,16000.0,60,15.96,388.75,7,0,61000.0,0,1,4,20.52,0.0,1.0,14.0,0.0,13990.0,67.3,27.0,20941.89,20941.89,13745.53,7196.36,388.75,0
602404,16000.0,16000.0,15850.0,36,14.09,547.55,10,0,91000.0,2,5,4,15.7,0.0,0.0,9.0,0.0,19578.0,76.5,49.0,18988.741,18810.72,16000.0,2988.74,8066.38,0
835528,17600.0,17600.0,17350.0,60,12.99,400.37,3,4,43000.0,1,5,4,12.84,0.0,0.0,3.0,0.0,12139.0,48.8,12.0,23274.47995,22943.88,17600.0,5674.48,7303.26,0
805501,6000.0,6000.0,6000.0,36,7.49,186.61,3,4,13440.0,1,5,4,10.45,0.0,0.0,5.0,0.0,4136.0,12.9,5.0,6565.918191,6565.92,6000.0,565.92,3031.33,0
534456,8000.0,8000.0,7819.423317,36,7.88,250.25,3,0,70000.0,2,5,4,20.93,0.0,2.0,10.0,0.0,9342.0,42.1,18.0,8984.856186,8765.9,8000.0,984.86,1486.22,0
472537,9250.0,9250.0,9000.0,36,12.53,309.57,2,0,71500.0,1,5,4,13.83,0.0,1.0,8.0,0.0,18463.0,79.2,17.0,11163.24319,10861.53,9250.0,1897.76,344.55,0
612786,10000.0,10000.0,9869.156071,36,5.42,301.6,6,0,46450.0,1,5,4,4.26,0.0,0.0,7.0,0.0,8222.0,21.6,13.0,10858.54182,10716.06,10000.0,858.54,325.41,0
591714,7000.0,7000.0,6900.0,36,10.38,227.13,10,0,64000.0,1,5,4,17.64,0.0,0.0,13.0,0.0,30248.0,69.8,35.0,7443.951149,7337.62,7000.0,443.95,5856.26,0
871862,16000.0,16000.0,16000.0,60,13.49,368.08,1,4,60000.0,0,5,1,21.7,0.0,0.0,9.0,0.0,9688.0,74.5,22.0,21287.69,21287.69,16000.0,5287.69,6943.94,0
192193,6000.0,6000.0,1250.0,36,13.12,202.52,1,4,104000.0,1,4,2,6.95,0.0,0.0,3.0,0.0,1189.0,79.3,5.0,7290.311701,1518.81,6000.0,1290.31,206.76,0
700285,6800.0,6800.0,6800.0,36,5.79,206.23,1,4,45000.0,2,5,4,12.85,0.0,0.0,7.0,0.0,428.0,17.1,8.0,7369.203562,7369.2,6800.0,569.2,1948.37,0
889148,14825.0,14825.0,14825.0,36,6.03,451.21,2,0,72000.0,0,5,4,13.08,0.0,0.0,14.0,0.0,21503.0,40.3,30.0,16241.17741,16241.18,14825.0,1416.18,902.04,0
888692,3600.0,3600.0,3600.0,36,16.77,127.94,1,4,105000.0,1,5,11,13.45,0.0,1.0,8.0,0.0,51176.0,97.5,21.0,3971.241049,3971.24,3600.0,371.24,3079.44,0
555949,18200.0,18200.0,17917.42098,60,13.23,416.26,10,0,60000.0,0,5,4,17.88,0.0,1.0,5.0,0.0,30575.0,66.3,15.0,23187.78866,22797.13,18200.0,4987.79,10716.15,0
624490,3000.0,3000.0,2950.0,36,5.79,90.99,1,4,65000.0,1,5,0,8.49,0.0,1.0,13.0,0.0,10380.0,26.2,43.0,3253.514494,3199.29,3000.0,253.51,99.98,0
716095,20000.0,20000.0,19925.0,60,11.11,435.95,3,4,65000.0,0,5,10,1.2,0.0,0.0,4.0,0.0,4109.0,11.8,4.0,26156.72,26058.63,20000.0,6156.72,435.67,0
765692,9000.0,9000.0,9000.0,36,8.49,284.07,3,4,45000.0,2,5,4,25.04,0.0,0.0,18.0,0.0,6122.0,38.0,18.0,10226.3622,10226.36,9000.0,1226.36,332.58,0
616906,10000.0,10000.0,9600.0,36,12.61,335.07,5,0,90000.0,1,5,1,12.39,0.0,0.0,11.0,0.0,48150.0,94.0,20.0,10501.0217,10080.98,10000.0,501.02,9163.84,0
452649,11975.0,11975.0,10950.0,36,12.53,400.76,1,4,42000.0,1,5,10,22.74,0.0,1.0,13.0,0.0,19721.0,67.1,27.0,12681.26743,11595.82,11975.0,706.27,10681.62,0
1057501,11200.0,11200.0,11200.0,36,11.71,370.46,5,4,48000.0,1,5,2,8.68,0.0,0.0,19.0,0.0,10323.0,31.7,30.0,12816.14166,12816.14,11200.0,1616.14,6160.82,0
722942,4000.0,4000.0,4000.0,36,10.74,130.47,5,0,42000.0,2,5,7,0.91,1.0,0.0,4.0,0.0,32.0,1.3,6.0,4696.620491,4696.62,4000.0,696.62,139.92,0
752570,15000.0,15000.0,15000.0,36,7.49,466.53,5,4,45000.0,2,5,13,1.07,0.0,0.0,4.0,0.0,96.0,0.2,5.0,16794.85415,16794.85,15000.0,1794.85,505.42,0
548545,13500.0,13500.0,13091.24551,60,11.12,294.34,5,0,68000.0,2,5,4,13.18,0.0,3.0,11.0,0.0,14500.0,40.1,30.0,17422.66195,16891.76,13500.0,3922.66,3915.61,0
1059236,12000.0,12000.0,12000.0,36,12.69,402.54,2,4,60000.0,0,5,1,18.38,0.0,0.0,6.0,0.0,16464.0,89.5,6.0,14429.04602,14429.05,12000.0,2429.05,2366.09,0
513523,2800.0,2800.0,2800.0,36,16.07,98.55,1,0,24000.0,1,5,4,5.0,1.0,0.0,3.0,0.0,3985.0,99.6,8.0,3563.808281,3563.81,2800.0,748.81,115.06,0
503148,7000.0,7000.0,7000.0,36,10.62,227.92,5,0,43000.0,1,5,2,10.58,0.0,0.0,8.0,0.0,6011.0,52.7,12.0,8132.249386,8132.25,7000.0,1132.25,763.99,0
569438,8000.0,8000.0,7925.0,36,11.86,265.18,3,4,28000.0,2,5,5,13.41,0.0,2.0,8.0,0.0,2415.0,39.4,19.0,9033.820768,8949.13,8000.0,1033.82,5070.88,0
298351,6975.0,6975.0,3175.0,36,12.29,232.64,1,4,28000.0,1,5,4,12.81,1.0,0.0,16.0,0.0,13817.0,38.4,32.0,8203.67965,3734.29,6975.0,1228.68,526.91,0
855460,22200.0,22200.0,22200.0,60,22.11,614.53,3,4,82000.0,0,1,2,3.76,0.0,3.0,6.0,0.0,2113.0,96.0,12.0,35020.1,35020.1,20416.66,14574.07,614.53,0
628801,3000.0,3000.0,2975.0,36,10.36,97.31,1,0,65000.0,2,5,3,3.56,0.0,3.0,9.0,1.0,4142.0,31.6,25.0,3503.295082,3474.1,3000.0,503.3,100.19,0
705201,4900.0,4900.0,4900.0,36,14.54,168.76,3,3,18000.0,1,5,4,18.6,0.0,0.0,5.0,0.0,4416.0,94.0,6.0,6075.288069,6075.29,4900.0,1175.29,173.56,0
625310,25000.0,24625.0,24375.0,60,13.35,564.72,10,0,144996.0,0,5,3,11.65,0.0,0.0,8.0,0.0,10334.0,56.9,31.0,25962.06454,25698.49,24625.0,1337.06,23707.69,0
420313,25000.0,25000.0,11100.0,36,18.84,914.42,2,0,100000.0,0,5,0,6.76,1.0,3.0,12.0,0.0,38898.0,80.5,32.0,29426.06522,13065.17,25000.0,4426.07,22.61,0
683476,35000.0,35000.0,30460.00873,60,18.25,893.54,2,0,163556.22,0,5,1,10.55,0.0,0.0,11.0,1.0,6948.0,40.4,17.0,50808.05163,41014.64,35000.0,15808.05,16885.79,0
816755,5600.0,5600.0,5600.0,36,9.99,180.67,1,4,69000.0,2,5,7,8.82,0.0,1.0,5.0,0.0,452.0,4.2,10.0,6495.217479,6495.22,5600.0,895.22,732.15,0
1007086,17000.0,17000.0,16975.0,60,19.03,441.28,4,4,175000.0,2,5,0,2.48,0.0,3.0,8.0,0.0,11246.0,53.6,17.0,24192.56974,24156.99,17000.0,7192.57,10103.69,0
569402,20000.0,20000.0,19725.0,36,11.12,655.92,4,0,150000.0,2,5,13,0.16,0.0,0.0,4.0,0.0,132.0,0.9,13.0,22734.99194,22422.39,20000.0,2734.99,10969.18,0
816538,3000.0,3000.0,3000.0,36,13.49,101.8,5,4,48750.0,1,5,4,18.19,1.0,2.0,8.0,0.0,2862.0,30.1,30.0,3219.711407,3219.71,3000.0,219.71,2612.3,0
687655,28000.0,28000.0,26264.22559,60,19.36,731.9,5,4,65000.0,2,5,0,18.07,0.0,0.0,10.0,0.0,24496.0,89.1,25.0,43969.08988,39815.58,28000.0,15969.09,2250.79,0
393313,10000.0,10000.0,9750.0,36,8.0,313.37,10,0,87000.0,1,5,4,4.9,0.0,3.0,10.0,0.0,33850.0,57.9,32.0,11280.99334,10998.96,10000.0,1280.99,333.45,0
786034,12000.0,12000.0,12000.0,36,6.99,370.48,6,4,70000.0,0,5,4,20.33,0.0,0.0,7.0,0.0,3231.0,12.7,23.0,13316.23657,13316.24,12000.0,1316.24,1842.09,0
637520,3600.0,3600.0,3600.0,36,6.17,109.8,1,4,30000.0,2,5,4,3.28,0.0,1.0,8.0,0.0,291.0,5.3,17.0,3859.412314,3859.41,3600.0,259.41,11.07,0
852817,6400.0,6400.0,6400.0,36,5.99,194.68,9,0,90000.0,1,5,1,11.43,0.0,0.0,13.0,0.0,8442.0,39.1,22.0,7002.364354,7002.36,6400.0,602.36,774.17,0
650714,18250.0,18250.0,17724.42765,36,11.11,598.44,10,0,96000.0,0,5,4,26.26,0.0,0.0,9.0,0.0,109241.0,96.5,27.0,21544.40817,20921.55,18250.0,3294.41,664.0,0
758478,5000.0,5000.0,5000.0,36,10.59,162.73,8,4,65004.0,0,5,4,4.71,0.0,1.0,8.0,0.0,8306.0,76.9,17.0,5858.047647,5858.05,5000.0,858.05,173.22,0
854636,20000.0,20000.0,19825.0,60,13.49,460.1,4,4,35000.0,0,5,0,12.65,0.0,1.0,9.0,0.0,1327.0,3.5,21.0,27372.33,27132.82,20000.0,7372.33,4827.43,0
818407,4800.0,4800.0,4800.0,36,7.49,149.29,6,4,30000.0,2,5,10,5.0,0.0,0.0,7.0,0.0,3486.0,24.7,10.0,5174.721351,5174.72,4800.0,374.72,912.52,0
574191,16000.0,16000.0,16000.0,60,11.12,348.84,1,0,45000.0,0,5,4,10.88,0.0,4.0,6.0,0.0,5139.0,27.8,25.0,20561.83458,20561.83,16000.0,4561.83,5238.78,0
1061467,14400.0,14400.0,14400.0,36,11.71,476.3,1,4,80000.0,1,5,1,16.35,0.0,1.0,10.0,0.0,19983.0,48.4,16.0,15544.00676,15544.01,14400.0,1144.01,11736.19,0
369555,14000.0,14000.0,1550.0,36,12.84,470.66,1,4,66996.0,1,5,1,15.53,0.0,0.0,11.0,0.0,26208.0,78.5,30.0,14975.61587,1658.19,14000.0,975.62,12152.12,0
313401,10475.0,10475.0,8375.0,36,17.03,373.62,1,4,46000.0,1,4,1,23.22,0.0,1.0,15.0,0.0,19508.0,68.0,29.0,12999.90761,10393.72,10475.0,2506.23,311.88,0
807679,1600.0,1600.0,1600.0,36,13.99,54.68,1,4,60000.0,2,5,4,11.94,0.0,1.0,4.0,1.0,1159.0,96.6,15.0,1968.321741,1968.32,1600.0,368.32,59.16,0
861768,12000.0,12000.0,11650.0,60,8.49,246.15,6,0,45000.0,1,5,3,6.75,0.0,0.0,9.0,0.0,1132.0,9.3,12.0,14464.58999,14042.71,12000.0,2464.59,4632.24,0
298115,4800.0,4800.0,4277.13,36,11.34,157.92,1,4,28000.0,1,4,6,5.14,0.0,1.0,4.0,0.0,40.0,3.3,4.0,5700.146731,5066.6,4800.0,885.15,162.04,0
845103,25000.0,25000.0,24975.0,60,11.99,555.99,10,0,73096.0,0,5,2,17.68,0.0,1.0,8.0,0.0,4098.0,9.1,24.0,31029.96376,30998.93,25000.0,6029.96,14933.25,0
300596,14000.0,14000.0,2580.17,36,11.66,462.74,3,4,55000.0,1,5,4,8.42,1.0,0.0,14.0,0.0,17623.0,83.1,22.0,16658.21622,2796.26,13999.99,2658.22,467.35,0
432230,20000.0,20000.0,15550.0,36,13.22,676.02,10,0,165000.0,0,5,1,16.83,0.0,0.0,9.0,0.0,144165.0,64.9,14.0,21619.13589,16808.89,20000.0,1619.14,16890.2,0
562536,7500.0,7500.0,7475.0,36,7.14,232.06,1,4,21360.0,2,5,2,11.12,0.0,0.0,6.0,0.0,4525.0,30.6,15.0,8354.767025,8326.92,7500.0,854.77,250.08,0
680942,6400.0,6400.0,6400.0,60,20.11,169.96,3,0,18000.0,0,5,4,6.33,0.0,2.0,3.0,0.0,3244.0,92.7,4.0,10196.86609,10196.87,6400.0,3796.87,169.22,0
435384,10000.0,10000.0,10000.0,36,14.61,344.76,1,4,30000.0,2,5,4,11.36,2.0,1.0,8.0,0.0,10544.0,57.0,12.0,10361.85376,10361.85,10000.0,361.85,6.67,0
366297,5000.0,5000.0,4036.174843,36,9.63,160.48,3,4,48000.0,1,5,4,14.88,0.0,1.0,6.0,0.0,5930.0,21.4,8.0,5776.912194,4652.33,4999.99,776.92,171.16,0
801226,9750.0,9750.0,9500.0,36,10.99,319.16,5,0,39800.0,2,5,4,11.73,0.0,0.0,5.0,0.0,12408.0,64.6,8.0,10011.6132,9754.9,9750.0,261.61,9376.23,0
536578,25000.0,23075.0,22973.69,60,15.58,556.01,5,4,114000.0,2,4,3,2.52,0.0,4.0,4.0,0.0,7961.0,37.9,10.0,24539.63146,24322.79,23074.99,1464.64,22319.38,0
375687,8000.0,8000.0,1375.0,36,14.42,275.07,1,4,63750.0,0,4,2,5.65,0.0,6.0,5.0,0.0,3606.0,43.4,7.0,8096.5,1391.82,8000.0,96.5,8096.55,0
464069,1500.0,1500.0,1486.799954,36,13.57,50.96,9,4,60000.0,1,5,2,20.6,0.0,1.0,11.0,0.0,19112.0,82.0,15.0,1834.238605,1816.6,1500.0,334.24,60.52,0
296489,18000.0,18000.0,8925.0,36,9.76,578.79,10,0,99000.0,1,5,13,8.86,0.0,3.0,5.0,0.0,2448.0,61.2,24.0,21247.03722,10534.99,18000.0,3218.1,3629.21,0
702597,3500.0,3500.0,3500.0,36,5.42,105.56,10,0,70000.0,2,5,12,3.53,0.0,0.0,9.0,0.0,760.0,2.9,19.0,3800.137034,3800.14,3500.0,300.14,116.45,0
503412,4000.0,4000.0,3500.0,36,10.25,129.54,6,4,34400.0,0,5,2,16.26,0.0,0.0,6.0,0.0,1388.0,22.0,6.0,4663.687377,4080.73,4000.0,663.69,149.53,0
812368,10000.0,10000.0,9750.0,36,8.49,315.63,5,4,80000.0,2,5,4,20.27,0.0,0.0,14.0,0.0,23061.0,42.9,26.0,11329.69114,11046.45,10000.0,1329.69,1883.56,0
452486,4000.0,4000.0,4000.0,36,13.92,136.55,3,4,24543.84,1,5,4,4.16,0.0,1.0,9.0,0.0,2791.0,35.8,11.0,4860.830001,4860.83,4000.0,860.83,1180.76,0
580598,8825.0,8825.0,8825.0,36,11.49,290.98,1,4,50000.0,2,5,4,21.1,0.0,2.0,7.0,0.0,9258.0,84.2,19.0,10409.48541,10409.49,8825.0,1584.49,990.9,0
861903,13600.0,13600.0,13275.0,60,8.49,278.96,10,0,75000.0,2,5,3,5.92,0.0,0.0,10.0,0.0,1359.0,4.1,29.0,16607.42,16210.55,13600.0,3007.42,3505.12,0
504140,10000.0,10000.0,9819.393245,36,7.14,309.4,4,4,71500.0,0,5,0,3.98,0.0,0.0,6.0,0.0,3760.0,13.0,11.0,11127.89041,10923.17,10000.0,1127.89,1243.35,0
375369,10000.0,10000.0,7189.37906,36,12.53,334.67,1,4,30000.0,2,5,10,17.76,0.0,1.0,5.0,0.0,312.0,3.6,11.0,12031.84111,8505.3,10000.0,2015.11,42.29,0
559894,2000.0,2000.0,2000.0,36,17.19,71.5,1,4,12996.0,0,5,2,1.39,0.0,1.0,2.0,0.0,24.0,4.8,3.0,2473.99391,2473.99,2000.0,473.99,976.28,0
874179,10000.0,10000.0,10000.0,36,16.89,355.99,4,4,60000.0,2,5,12,9.38,0.0,2.0,10.0,0.0,10141.0,91.7,21.0,11951.12751,11951.13,10000.0,1951.13,6270.46,0
648385,4550.0,4550.0,4550.0,36,13.72,154.9,4,4,20664.0,0,5,11,20.94,0.0,1.0,4.0,0.0,2302.0,76.7,4.0,5256.750754,5256.75,4550.0,706.75,12.24,0
809383,3000.0,3000.0,3000.0,36,7.49,93.31,3,0,24000.0,2,5,3,11.8,0.0,0.0,8.0,0.0,2826.0,58.9,10.0,3350.349752,3350.35,3000.0,350.35,566.03,0
1038447,24000.0,24000.0,23975.0,60,12.69,542.28,4,0,103000.0,0,5,4,5.2,0.0,1.0,9.0,0.0,9557.0,65.9,24.0,32302.33006,32268.68,24000.0,8302.33,5188.33,0
973561,10000.0,10000.0,10000.0,36,6.03,304.36,4,0,50000.0,1,5,3,7.68,0.0,0.0,9.0,0.0,1146.0,3.5,26.0,10956.77596,10956.78,10000.0,956.78,308.03,0
698012,23000.0,23000.0,22950.0,60,18.25,587.19,2,4,92004.0,2,5,4,5.93,0.0,1.0,6.0,0.0,18663.0,82.6,12.0,35180.95778,35104.48,23000.0,12180.96,2298.31,0
1034463,8500.0,8500.0,8500.0,36,11.71,281.15,3,4,25000.0,2,5,4,18.43,0.0,0.0,6.0,0.0,12374.0,85.3,6.0,10118.5024,10118.5,8500.0,1618.5,572.26,0
1029900,5200.0,5200.0,5200.0,36,12.42,173.76,3,4,36850.0,2,5,4,12.11,0.0,0.0,10.0,0.0,6565.0,79.1,15.0,6255.333504,6255.33,5200.0,1055.33,184.38,0
616256,5500.0,5500.0,5500.0,36,12.98,185.27,2,0,28900.0,1,5,4,8.64,1.0,2.0,5.0,0.0,7255.0,58.5,17.0,5674.867863,5674.87,5500.0,174.87,5305.71,0
416277,12000.0,12000.0,9734.16,36,11.26,394.36,6,0,70000.0,2,5,4,11.38,1.0,1.0,7.0,0.0,6789.0,16.3,12.0,14104.90253,11153.89,12000.0,2104.9,279.91,0
393791,18000.0,18000.0,10609.44282,36,12.53,602.4,1,0,108000.0,1,5,6,11.67,0.0,1.0,8.0,0.0,14191.0,61.2,25.0,21686.0411,12074.55,18000.0,3686.04,622.21,0
894217,34000.0,34000.0,33975.0,60,18.64,875.26,10,0,72000.0,0,5,4,19.58,0.0,3.0,8.0,0.0,18546.0,52.7,20.0,46448.62561,46414.47,34000.0,12448.63,22832.0,0
875582,20000.0,20000.0,19762.11283,60,15.99,486.26,10,0,85000.0,0,1,4,20.53,0.0,3.0,14.0,0.0,18674.0,61.4,36.0,27644.03,27172.09,18537.44,9106.59,486.26,0
645522,5000.0,5000.0,5000.0,60,15.2,119.48,4,4,15996.0,2,5,2,2.63,1.0,1.0,6.0,0.0,1487.0,7.7,9.0,7168.373149,7168.37,5000.0,2168.37,119.05,0
390193,9500.0,9500.0,9013.14,36,11.26,312.21,3,4,72000.0,2,5,13,3.73,0.0,7.0,5.0,0.0,700.0,14.6,25.0,11053.65273,10422.83,9500.0,1553.66,3570.81,0
583291,8000.0,8000.0,7975.0,36,11.86,265.18,3,4,60000.0,0,5,2,20.9,0.0,2.0,11.0,0.0,8568.0,53.9,22.0,9332.987705,9303.82,8000.0,1332.99,217.5,0
723772,14000.0,14000.0,13742.92431,60,10.37,300.02,10,0,133000.0,0,5,3,10.8,0.0,1.0,15.0,0.0,7677.0,5.3,48.0,17159.81279,16747.31,14000.0,3159.81,7282.05,0
480800,2000.0,2000.0,2000.0,36,7.88,62.57,4,4,27000.0,1,5,5,21.56,0.0,1.0,8.0,0.0,8344.0,42.8,13.0,2252.242678,2252.24,2000.0,252.24,64.9,0
1055476,8400.0,8400.0,8400.0,36,12.69,281.78,1,4,75000.0,2,5,10,3.81,0.0,0.0,8.0,0.0,7493.0,63.0,11.0,10143.94,10143.94,8400.0,1743.94,298.75,0
866975,25000.0,16375.0,16125.0,60,10.59,352.7,7,0,88000.0,2,5,4,19.01,0.0,0.0,12.0,0.0,8935.0,22.6,30.0,20709.08002,20392.91,16375.0,4334.08,6272.64,0
348069,6600.0,6600.0,0.0,36,11.97,219.12,2,4,54000.0,1,5,1,18.76,1.0,1.0,8.0,0.0,22677.0,86.3,12.0,7332.15,0.0,6600.0,732.15,4702.73,0
498430,10800.0,10800.0,10800.0,36,20.16,402.24,4,0,43500.0,0,4,4,10.59,0.0,8.0,4.0,0.0,12264.0,90.8,19.0,14480.47089,14480.47,10800.0,3680.47,410.09,0
634640,25000.0,25000.0,24500.0,36,9.99,806.57,10,4,48000.0,0,5,1,19.4,0.0,0.0,8.0,0.0,28316.0,57.6,15.0,29037.95103,28457.19,25000.0,4037.95,863.94,0
551168,15000.0,15000.0,14925.0,60,10.75,324.27,10,4,69132.0,1,5,9,17.55,0.0,2.0,12.0,0.0,2691.0,11.1,28.0,19456.14136,19358.86,15000.0,4456.15,331.93,0
754600,11200.0,11200.0,11200.0,60,10.99,243.46,3,4,29000.0,1,5,4,17.63,0.0,0.0,15.0,0.0,1155.0,11.3,24.0,13068.49838,13068.5,11200.0,1868.5,8212.62,0
863110,12000.0,12000.0,11975.0,36,10.99,392.81,1,4,60000.0,0,5,4,11.56,2.0,1.0,9.0,0.0,4698.0,11.5,28.0,12942.62902,12915.67,12000.0,942.63,775.12,0
630720,24000.0,14450.0,14012.71242,36,6.17,440.72,10,0,112548.0,2,5,12,5.58,0.0,2.0,10.0,0.0,7889.0,24.4,26.0,15866.29741,15347.12,14450.0,1416.3,451.51,0
517765,10000.0,10000.0,10000.0,36,15.7,350.1,3,4,42900.0,1,5,4,12.25,0.0,0.0,6.0,0.0,7859.0,83.6,6.0,12577.77508,12577.78,10000.0,2577.78,1400.06,0
618945,7500.0,7500.0,7484.672056,36,6.17,228.75,3,4,60000.0,1,5,1,4.34,0.0,0.0,6.0,0.0,7942.0,46.4,12.0,8183.515981,8166.23,7500.0,683.52,384.61,0
432057,20000.0,20000.0,18942.10903,36,12.18,666.0,3,0,190000.0,0,5,1,24.04,0.0,0.0,15.0,0.0,121159.0,74.3,41.0,23975.90247,22607.44,20000.0,3975.91,692.17,0
652782,5500.0,5500.0,5475.0,36,6.92,169.63,3,4,45000.0,1,5,4,16.83,0.0,0.0,10.0,0.0,4241.0,30.7,20.0,6007.201116,5979.89,5500.0,507.2,2447.8,0
356311,1500.0,1500.0,250.7009977,36,15.07,52.05,1,3,8400.0,1,4,6,10.0,1.0,2.0,6.0,0.0,1764.0,53.5,6.0,1873.779983,260.23,1500.0,373.78,52.03,0
581234,13000.0,13000.0,12975.0,60,16.82,321.83,9,4,42000.0,0,5,4,22.09,0.0,3.0,12.0,0.0,8107.0,61.0,27.0,19170.80996,19133.94,13000.0,6170.81,2806.82,0
709321,10000.0,10000.0,10000.0,60,10.0,212.48,5,4,48000.0,1,5,4,24.3,0.0,2.0,7.0,0.0,1890.0,13.3,21.0,12748.06025,12748.06,10000.0,2748.06,211.74,0
1062665,3150.0,3150.0,3150.0,36,15.27,109.62,5,4,53000.0,2,5,11,4.37,0.0,3.0,6.0,0.0,2124.0,28.2,10.0,3945.990997,3945.99,3150.0,795.99,109.29,0
465367,5000.0,5000.0,5000.0,36,8.94,158.86,2,0,92700.0,1,5,1,15.02,0.0,0.0,8.0,0.0,83356.0,41.7,28.0,5358.792283,5358.79,5000.0,358.79,9.93,0
489723,5500.0,5500.0,5500.0,36,12.73,184.62,3,0,42240.0,1,5,4,13.35,1.0,1.0,5.0,0.0,15974.0,48.9,16.0,6646.714708,6646.71,5500.0,1146.71,209.88,0
880686,8800.0,8800.0,8800.0,36,8.9,279.43,3,4,60000.0,1,5,4,11.34,0.0,0.0,11.0,0.0,10621.0,64.7,22.0,10059.41,10059.41,8800.0,1259.41,288.0,0
1008625,19000.0,19000.0,19000.0,60,17.58,478.15,1,0,100000.0,2,5,4,9.53,0.0,2.0,16.0,0.0,19066.0,44.5,29.0,28251.60003,28251.6,19000.0,9251.6,5778.55,0
745634,12000.0,12000.0,12000.0,36,10.99,392.81,5,0,115800.0,2,5,4,14.15,0.0,1.0,15.0,0.0,59318.0,75.1,38.0,14141.06584,14141.07,12000.0,2141.07,437.16,0
1066318,6000.0,6000.0,6000.0,36,13.49,203.59,5,0,50000.0,1,5,4,15.58,0.0,1.0,8.0,0.0,7361.0,83.6,14.0,7328.920002,7328.92,6000.0,1328.92,215.51,0
480397,2400.0,2400.0,2400.0,36,7.14,74.26,3,4,63000.0,1,5,7,12.19,0.0,0.0,7.0,0.0,762.0,14.1,15.0,2600.534355,2600.53,2400.0,200.53,1341.43,0
785081,30000.0,30000.0,29975.0,60,11.99,667.19,2,0,180000.0,0,5,3,15.71,0.0,2.0,12.0,0.0,14101.0,12.7,25.0,36691.83984,36661.26,30000.0,6691.84,19367.29,0
823549,10000.0,10000.0,10000.0,36,7.49,311.02,2,0,94000.0,0,5,3,21.35,0.0,1.0,9.0,0.0,15742.0,71.6,28.0,11143.98875,11143.99,10000.0,1143.99,2451.33,0
481316,12000.0,12000.0,11925.0,36,12.73,402.8,8,4,50361.0,1,5,4,18.35,1.0,0.0,9.0,0.0,12006.0,46.4,21.0,13686.70819,13601.17,12000.0,1686.71,2763.47,0
467013,12500.0,12500.0,12229.97858,36,11.48,412.11,1,4,65000.0,1,5,1,1.63,0.0,2.0,13.0,0.0,19898.0,36.4,31.0,14836.41405,14513.45,12500.0,2336.41,443.44,0
438614,6000.0,6000.0,5950.0,36,8.94,190.63,6,4,60000.0,1,5,4,23.18,0.0,0.0,11.0,0.0,22323.0,29.0,21.0,6757.621998,6701.31,6000.0,757.62,419.2,0
525261,7000.0,7000.0,6900.0,60,15.58,168.67,5,0,93312.0,0,5,3,6.03,0.0,2.0,9.0,0.0,15174.0,68.6,14.0,10122.18,9977.58,7000.0,3122.18,180.72,0
106079,3500.0,3500.0,1200.0,36,9.96,112.87,1,4,13500.0,1,5,6,16.44,0.0,1.0,10.0,0.0,2864.0,41.1,16.0,3942.013096,1351.55,3500.0,442.01,1798.54,0
971771,8000.0,8000.0,7950.0,36,6.03,243.49,10,0,64320.0,1,5,13,2.5,0.0,0.0,7.0,0.0,1166.0,21.1,17.0,8765.414062,8710.63,8000.0,765.41,245.27,0
402067,12500.0,12500.0,12275.0,36,11.26,410.8,8,4,52000.0,1,5,1,12.21,0.0,2.0,6.0,0.0,12568.0,57.7,18.0,13359.99107,13119.51,12500.0,859.99,10490.48,0
656858,11000.0,11000.0,10975.0,36,7.29,341.11,2,4,51250.0,2,5,1,26.29,0.0,1.0,8.0,0.0,13584.0,49.6,22.0,12169.15002,12141.49,11000.0,1169.15,3655.08,0
973824,8875.0,8875.0,8825.0,36,6.62,272.5,4,4,26400.0,0,5,4,24.32,0.0,0.0,5.0,0.0,9484.0,47.9,8.0,9809.798713,9754.53,8875.0,934.8,282.7,0
